OBJECTID,AREA_NAME,HOOD_ID,POPN_PROJ_2022,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,Shape__Area,Shape__Length
51,Briar Hill-Belgravia,108,15084,66,79,64,67,78,74,75,65,91,446.9425,537.6344,436.6514,453.254,520.8333,490.0662,496.1958,432.4396,603.2883,14,14,15,10,36,19,37,28,54,94.80598,95.27699,102.3402,67.64984,240.3846,125.8278,244.7899,186.2817,186.2817,20,9,7,7,12,3,13,1,5,135.4371,61.24949,47.75875,47.35489,80.1282,19.86755,86.00728,6.652917,6.652917,43,29,31,31,33,49,46,39,26,291.1898,197.3595,211.503,209.7145,220.3526,324.5033,304.3334,259.4638,172.3681,0,0,0,1,0,0,0,1,1,0,0,0,7,0,0,0,6.652917,6.629541,16,12,21,22,23,27,8,14,15,108.3497,143.2762,148.8297,153.5791,178.808,52.92756,93.14084,99.44312,81.66599,0,0,2,4,0,4,1,0,6,0,0,13.64536,27.05994,0,26.49007,6.615944,0,39.77725,29,35,31,32,32,35,66,58,29,196.3838,238.1925,211.503,216.4795,213.6752,231.7881,436.6523,385.8692,192.2567,9,2,4,4,4,6,8,3,7,60.9467,13.611,27.29071,27.05994,26.7094,39.7351,52.92756,19.95875,46.40679,1827724.56152344,6289.04997888496
52,Oakwood Village,107,22241,118,145,147,123,139,164,126,103,165,541.9059,668.1104,677.2633,562.3629,628.135,735.2941,564.7945,464.2149,741.8731,20,12,26,14,31,40,24,30,63,91.84845,55.2919,119.7881,64.00878,140.0877,179.34,107.5799,135.2082,135.2082,18,22,17,14,7,12,13,11,12,82.6636,101.3685,78.32297,64.00878,31.6327,53.80201,58.27245,49.57635,49.57635,25,29,23,41,19,49,32,36,38,114.8106,133.6221,105.9664,187.4543,85.86018,219.6915,143.4399,162.2499,170.8556,2,0,0,0,0,2,2,0,0,9.184845006,0,0,0,0,8.967001,8.964992,0,0,39,20,35,26,20,45,25,14,25,179.1045,161.2532,118.8734,90.37914,201.7575,112.0624,63.09717,112.405,92.15316,1,3,11,2,11,13,7,3,5,4.592422,13.82297,50.67957,9.144112,49.70853,58.28551,31.37747,13.52082,22.481,27,41,26,62,35,50,49,58,27,123.9954,188.914,119.7881,283.4674,158.1635,224.175,219.6423,261.4026,121.3974,2,3,2,5,2,2,3,8,5,9.184845,13.82297,9.214467,22.86028,9.037914,8.967001,13.44749,36.05553,22.481,2219372.65795898,6334.90390730734
53,Humewood-Cedarvale,106,15458,37,49,53,41,47,45,42,49,42,251.7521,333.8329,360.4706,275.3526,310.8877,294.0408,273.1707,319.1974,271.704,11,7,17,22,21,16,26,34,55,74.84521,47.69042,115.6227,147.7502,138.9073,104.5478,169.1057,221.4839,221.4839,27,51,18,13,19,13,29,16,23,183.711,347.4588,122.424,87.30692,125.678,84.94511,188.6179,104.2277,104.2277,31,39,27,39,34,28,49,19,32,210.9274,265.7038,183.636,261.9207,224.8975,182.9587,318.6992,123.7704,207.0125,0,1,0,1,0,0,0,0,0,0,7,0,7,0,0,0,0,0,8,11,7,8,4,11,6,3,5,54.43288,47.60933,53.72733,26.45853,71.87663,39.02439,19.5427,32.34571,74.94209,0,0,0,1,0,0,0,0,1,0,0,0,6.715917,0,0,0,0,6.469142,82,59,40,34,61,48,62,39,82,557.937,401.9621,272.0533,228.3412,403.4925,313.6435,403.252,254.0551,530.4697,3,3,5,5,7,3,6,2,2,20.41233,20.43875,34.00666,33.57958,46.30242,19.60272,39.02439,13.02847,12.93828,1871170.13793945,6036.12886037398
54,Lawrence Park North,105,15480,26,25,22,34,21,37,43,38,32,172.3224,166.2676,146.3837,224.3336,136.7099,238.8484,277.5447,246.4652,206.7184,23,22,14,27,39,18,23,45,81,152.439,146.3155,93.15324,178.1473,253.8897,116.1965,148.4541,291.8666,291.8666,8,10,14,20,12,23,17,19,11,53.02227,66.50705,93.15324,131.9609,78.11991,148.4733,109.727,123.2326,123.2326,35,35,27,29,13,23,19,20,29,231.9724,232.7747,179.6527,191.3434,84.62991,148.4733,122.636,129.7185,187.3385,1,0,0,0,0,0,0,0,0,6.627783669,0,0,0,0,0,0,0,0,0,6,4,6,2,5,12,8,6,0,26.61521,39.58828,13.01999,32.27681,77.45433,51.88741,38.75969,39.90423,1,0,0,0,0,0,0,0,0,6.627784,0,0,0,0,0,0,0,0,63,35,22,38,39,56,46,27,63,417.5504,232.7747,146.3837,250.7258,253.8897,361.5002,296.9083,175.12,406.9767,4,5,3,6,4,4,1,1,3,26.51114,33.25352,19.96141,39.58828,26.03997,25.82145,6.454528,6.485926,19.37984,2289920.87353516,6540.3381659886
55,Lawrence Park South,103,16552,15,31,19,22,14,24,27,35,31,94.8047,196.713,120.7346,138.1216,86.43576,146.4754,164.1737,212.9342,187.2885,15,28,20,16,30,27,30,62,96,94.8047,177.6763,127.089,100.452,185.2195,164.7849,182.4152,377.1978,377.1978,6,11,12,18,16,11,32,17,9,37.92188,69.80138,76.25342,113.0085,98.78372,67.13457,194.5762,103.4252,103.4252,68,47,44,48,36,57,58,26,35,429.7813,298.2423,279.5959,301.3561,222.2634,347.8792,352.6693,158.1797,211.4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,5,5,15,12,7,8,12.64063,12.7089,31.39126,30.86992,91.54715,72.96607,42.58685,48.33253,38.07348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.041566,48,20,25,33,27,54,50,27,48,303.3751,126.9116,158.8613,207.1823,166.6975,329.5697,304.0253,164.2635,289.9952,5,3,1,2,2,8,12,2,5,31.60157,19.03674,6.354451,12.5565,12.34797,48.82515,72.96607,12.16767,30.20783,3242396.01147461,9777.80192898474
56,Forest Hill North,102,13175,24,28,28,38,33,40,40,40,45,185.0424,215.6833,214.9547,289.9435,249.6218,301.0235,301.5909,303.7898,341.556,12,13,8,11,21,27,41,35,38,92.5212,100.1387,61.41563,83.93102,158.8502,203.1908,309.1307,265.816,265.816,17,41,13,9,7,20,24,5,2,131.0717,315.8219,99.8004,68.67084,52.95008,150.5117,180.9545,37.97372,37.97372,38,36,19,46,42,38,45,12,14,292.9838,277.307,145.8621,350.9843,317.7004,285.9723,339.2898,91.13693,106.2619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,16,19,16,2,7,38.5505,61.41563,61.04074,121.0287,142.9862,120.6364,15.18949,53.13093,38.51487,0,0,0,0,1,1,0,1,0,0,0,0,0,7.564297,7.525587,0,7.594744,0,35,16,13,39,32,32,57,38,35,269.8535,123.2476,99.8004,297.5736,242.0575,240.8188,429.767,288.6003,265.6547,3,4,2,3,0,3,7,2,6,23.1303,30.81189,15.35391,22.89028,0,22.57676,52.7784,15.18949,45.5408,1571697.33398438,5716.05842631309
57,Forest Hill South,101,11963,24,16,12,27,13,28,26,18,33,216.959,145.839,109.87,242.653,114.0751,241.2337,221.5028,152.5424,275.8505,5,13,9,12,26,20,38,74,81,45.19978,118.4942,82.40249,107.8458,228.1502,172.3098,323.7349,627.1187,627.1187,9,11,9,8,16,8,23,21,7,81.35961,100.2643,82.40249,71.89719,140.4001,68.92393,195.9448,177.9661,177.9661,48,18,27,66,42,35,33,25,26,433.9179,164.0689,247.2075,593.1518,368.5504,301.5422,281.1382,211.8644,217.3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,8,18,5,2,0,36.15983,18.31166,44.93574,70.20007,155.0788,42.59669,16.94915,0,9.11494,0,0,0,1,0,0,0,0,0,0,0,0,8.987148,0,0,0,0,0,26,11,16,19,25,30,47,27,26,235.0389,100.2643,146.4933,170.7558,219.3752,258.4647,400.4089,228.8136,217.3368,5,5,5,8,2,4,6,3,10,45.19978,45.5747,45.77916,71.89719,17.55002,34.46196,51.11603,25.42373,83.59107,2479878.68945313,7188.77995061384
58,Yonge-Eglinton,100,13421,53,62,66,66,59,89,91,64,122,450.3739,517.8751,540.5848,529.2703,462.3462,683.8264,691.7522,483.7125,909.0232,6,9,3,2,11,12,17,28,35,50.98573,75.17541,24.57204,16.03849,86.20014,92.20131,129.2284,211.6242,211.6242,11,19,22,21,14,16,38,14,14,93.47382,158.7036,180.1949,168.4042,109.7093,122.9351,288.8636,105.8121,105.8121,36,24,19,24,25,41,34,31,33,305.9143,200.4678,155.6229,192.4619,195.9094,315.0211,258.4568,234.2982,245.8833,0,1,0,0,0,1,0,0,1,0,8,0,0,0,7.683442,0,0,7.45101,15,10,12,12,28,12,9,4,4,127.4643,98.28815,96.23096,219.4185,92.20131,68.41505,30.23203,29.80404,83.52823,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.683442,0,0,7.45101,25,11,8,24,22,44,42,22,25,212.4405,91.88106,65.52543,192.4619,172.4003,338.0714,319.2702,166.2762,186.2752,5,5,2,4,5,9,7,2,5,42.4881,41.76411,16.38136,32.07698,39.18188,69.15098,53.21171,15.11602,37.25505,1650361.89648438,5685.35580537573
59,Mount Pleasant East,99,17934,29,32,19,43,38,58,43,47,53,169.7197,186.3282,109.7568,245.7705,214.4591,324.2941,240.0625,263.3791,295.528,7,4,8,10,15,17,19,38,59,40.96682,23.29102,46.21339,57.15592,84.65489,95.05172,106.0741,212.9448,212.9448,8,38,20,11,24,19,36,23,12,46.81922,221.2647,115.5335,62.87151,135.4478,106.2343,200.9826,128.8876,128.8876,30,17,15,21,36,50,37,33,28,175.5721,98.98684,86.65011,120.0274,203.1717,279.5639,206.5654,184.9258,156.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,8,9,13,15,9,4,5.852402,17.33002,45.72474,50.79293,72.68661,83.74274,50.4343,22.304,34.93653,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5.591278,0,0,5.576001,25,24,15,30,32,55,53,26,25,146.3101,139.7461,86.65011,171.4678,180.5971,307.5203,295.891,145.6991,139.4,2,3,1,4,9,3,4,3,6,11.7048,17.46827,5.776674,22.86237,50.79293,16.77383,22.3314,16.81143,33.45601,3093372.16381836,11322.3799151163
60,Rosedale-Moore Park,98,22681,65,106,109,109,131,129,149,150,215,306.7485,501.111,514.6851,506.435,597.8732,579.8013,664.9114,668.2407,947.93,10,26,12,4,31,34,52,73,105,47.19207,122.914,56.66257,18.58477,141.4814,152.8159,232.0496,325.2105,325.2105,48,67,50,53,66,69,73,52,72,226.5219,316.7399,236.0941,246.2482,301.2186,310.1263,325.762,231.6568,231.6568,99,27,60,72,62,101,99,64,68,467.2015,127.6415,283.3129,334.5258,282.9629,453.953,441.7868,285.1161,299.8104,0,0,0,0,1,0,0,1,0,0,0,0,0,4.563918,0,0,4.454938,0,15,20,19,31,25,22,22,28,20,70.78811,89.71574,144.032,114.0979,98.88085,98.17484,124.7383,88.17953,94.54924,0,1,1,0,0,0,1,1,1,0,4.727462,4.721881,0,0,0,4.462493,4.454938,4.408977,88,42,40,53,70,63,51,34,88,415.2902,198.5534,188.8752,246.2482,319.4742,283.1588,227.5871,151.4679,387.99,7,9,9,10,11,14,10,8,13,33.03445,42.54716,42.49693,46.46193,50.20309,62.92418,44.62493,35.63951,57.3167,4661570.70776367,9735.1062290201
61,Yonge-St.Clair,97,13698,16,26,32,26,27,35,23,50,45,127.9079,205.6637,250.0195,199.7388,203.8351,260.3198,169.9424,368.8132,328.5151,2,3,7,2,6,6,9,13,30,15.98849,23.73042,54.69177,15.36452,45.29669,44.62626,66.49918,95.89142,95.89142,8,19,14,12,15,24,25,12,19,63.95395,150.2927,109.3835,92.18714,113.2417,178.505,184.72,88.51516,88.51516,37,20,12,18,24,28,27,30,26,295.787,158.2028,93.75732,138.2807,181.1868,208.2559,199.4976,221.2879,189.8087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,2,1,2,4,5,7,23.98273,46.87866,15.36452,7.549449,14.87542,29.55519,36.88132,51.10235,7.910141,0,0,1,0,0,0,0,0,0,0,0,7.81311,0,0,0,0,0,0,7,9,7,7,23,22,20,23,7,55.95971,71.19127,54.69177,53.77583,173.6373,163.6296,147.776,169.6541,51.10235,3,5,7,0,3,6,3,3,1,23.98273,39.5507,54.69177,0,22.64835,44.62626,22.1664,22.12879,7.300336,1161370.64404297,5873.15938446274
62,Casa Loma,96,11815,26,34,43,34,44,55,65,46,60,236.6218,308.1664,387.1432,301.4452,383.4423,473.3626,555.7455,392.9273,507.829,4,3,5,8,18,5,20,20,30,36.40335,27.19115,45.01665,70.92828,156.8627,43.03296,170.9986,170.838,170.838,18,19,15,11,17,19,24,18,6,163.8151,172.2106,135.05,97.52637,148.1481,163.5253,205.1984,153.7542,153.7542,32,24,19,27,23,34,36,35,18,291.2268,217.5292,171.0633,239.3829,200.4357,292.6241,307.7975,298.9664,152.3487,0,0,0,0,1,0,0,0,0,0,0,0,0,8.714597,0,0,0,0,8,5,2,9,6,8,3,1,11,72.8067,18.00666,79.79431,52.28758,68.85274,25.6498,8.541898,93.10199,45.31859,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8.541898,8.463818,23,26,23,16,22,31,29,8,23,209.3193,235.6567,207.0766,141.8566,191.7211,266.8044,247.948,68.33518,194.6678,4,5,7,7,2,2,7,4,3,36.40335,45.31859,63.02332,62.06224,17.42919,17.21318,59.84952,34.16759,25.39145,1922411.78564453,5937.69098981687
63,Annex,95,33424,212,226,260,255,246,283,259,304,364,720.6472,764.3915,872.9812,836.2026,785.2651,882.7199,795.6256,924.6586,1089.038,13,15,19,24,34,27,39,39,65,44.19063,50.73395,63.79478,78.70142,108.5326,84.21709,119.8046,118.624,118.624,96,111,125,136,124,143,164,118,77,326.3308,375.4312,419.7025,445.9748,395.8247,446.0387,503.7938,358.9135,358.9135,156,108,123,117,172,212,204,157,139,530.2876,365.2845,412.9873,383.6695,549.0471,661.2601,626.6703,477.5375,415.8688,0,0,0,0,2,1,0,0,0,0,0,0,0,6.384269,3.119152,0,0,0,42,41,35,62,43,33,40,47,44,142.7697,117.5167,203.312,137.2618,102.932,122.8765,142.9571,131.6419,138.6728,0,0,5,2,2,2,0,1,2,0,0,16.7881,6.558452,6.384269,6.238303,0,3.04164,5.983724,125,172,164,172,195,173,133,80,125,424.9099,581.7493,550.6497,564.0269,622.4662,539.6132,408.5645,243.3312,373.9828,22,19,22,29,44,41,31,34,37,74.78415,64.26301,73.86765,95.09756,140.4539,127.8852,95.22932,103.4158,110.6989,2790299.21289063,7605.96617620714
64,Wychwood,94,14464,54,70,82,56,75,69,84,60,85,397.1464,514.2899,599.7221,404.4489,532.4435,483.3964,585.0804,417.3913,587.666,5,15,19,12,21,9,26,13,33,36.77282,110.205,138.96,86.66763,149.0842,63.0517,181.0963,90.43478,90.43478,11,36,35,20,14,23,21,13,16,80.9002,264.4919,255.9789,144.446,99.38947,161.1321,146.2701,90.43478,90.43478,31,29,29,38,30,49,45,33,28,227.9915,213.063,212.0968,274.4475,212.9774,343.2815,313.4359,229.5652,193.5841,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7.005745,6.965243,0,0,15,12,9,18,22,12,19,5,6,110.3185,65.82316,130.0014,156.1834,84.06894,132.3396,34.78261,41.4823,88.16399,0,1,0,0,1,1,2,1,1,0,7.346999,0,0,7.099247,7.005745,13.93049,6.956522,6.913717,15,23,26,29,43,39,34,13,15,110.3185,168.981,190.1558,209.4468,305.2676,273.224,236.8183,90.43478,103.7057,3,1,4,4,2,1,1,2,9,22.06369,7.346999,29.25474,28.88921,14.19849,7.005745,6.965243,13.91304,62.22345,1682041.61889648,5434.89667890637
65,Corso Italia-Davenport,92,14670,72,84,70,89,91,93,85,114,99,499.7224,582.5243,483.6258,611.3477,618.6688,628.2935,575.9978,777.5732,674.8466,16,9,7,12,11,16,12,22,38,111.0494,62.41331,48.36258,82.4289,74.78415,108.0935,81.31734,150.058,150.058,13,7,9,12,5,10,15,12,7,90.22765,48.54369,62.18046,82.4289,33.99279,67.55844,101.6467,81.84981,81.84981,29,22,15,31,32,40,41,31,24,201.2771,152.5659,103.6341,212.9413,217.5539,270.2338,277.8343,211.4453,163.5992,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,6.776445,0,0,19,16,29,30,18,32,12,1,11,131.8712,200.3593,206.0723,122.3741,216.187,81.31734,6.820817,74.98296,110.957,0,0,1,1,0,2,4,0,3,0,0,6.90894,6.869075,0,13.51169,27.10578,0,20.4499,26,36,27,21,34,38,45,23,26,180.4553,249.6533,186.5414,144.2506,231.151,256.7221,304.94,156.8788,177.2325,2,4,2,3,5,5,6,4,3,13.88118,27.73925,13.81788,20.60723,33.99279,33.77922,40.65867,27.28327,20.4499,1889355.68676758,6089.31144545346
66,Weston-Pelham Park,91,12175,92,95,83,77,87,115,102,92,101,780.3223,821.5151,730.3124,666.7821,739.6072,962.5848,847.1761,763.2321,829.5688,23,16,16,7,14,13,19,16,29,195.0806,138.3604,140.7831,60.61656,119.0173,108.8139,157.8073,132.736,132.736,16,13,4,6,0,9,6,2,3,135.7082,112.4178,35.19578,51.95705,0,75.33272,49.83389,16.592,16.592,26,23,15,8,23,24,29,23,14,220.5259,198.8931,131.9842,69.27606,195.5284,200.8873,240.8638,190.808,114.9897,1,1,1,0,1,1,0,0,0,8.481764207,9,9,0,8.501233,8.370302,0,0,0,11,13,15,10,25,5,4,6,11,93.29941,131.9842,86.59509,212.5308,41.85151,33.22259,49.77601,90.34908,112.4178,1,1,4,2,4,3,4,4,4,8.481764,8.647527,35.19578,17.31902,34.00493,25.11091,33.22259,33.18401,32.85421,22,28,21,11,27,24,36,17,22,186.5988,242.1308,184.7778,95.25459,229.5333,200.8873,299.0033,141.032,180.6982,4,4,8,1,2,3,3,1,3,33.92706,34.59011,70.39156,8.659508,17.00247,25.11091,24.91694,8.296001,24.64066,1455888.9375,5546.76801016057
67,Junction Area,90,15049,101,101,107,90,133,93,103,115,113,702.4621,702.4133,742.2823,616.6918,898.8916,621.8656,686.3007,768.2031,750.8804,25,24,20,24,38,31,35,25,44,173.8768,166.9101,138.7444,164.4511,256.8262,207.2885,233.209,167.0007,167.0007,25,20,26,23,26,22,21,15,10,173.8768,139.0917,180.3677,157.599,175.7232,147.108,139.9254,100.2004,100.2004,36,33,33,46,62,42,51,45,56,250.3825,229.5014,228.9282,315.198,419.0322,280.8425,339.8188,300.6012,372.1177,1,0,0,0,0,0,0,0,0,6.955070246,0,0,0,0,0,0,0,0,15,15,12,14,26,15,12,9,22,104.3261,83.24662,95.92983,175.7232,100.3009,79.95736,60.12024,146.1891,104.3188,1,1,1,0,1,2,0,0,0,6.95507,6.954587,6.937218,0,6.758584,13.37345,0,0,0,34,38,34,47,64,53,52,36,34,236.4724,264.2743,235.8654,322.0502,432.5493,354.3965,346.4819,240.481,225.9286,4,2,4,8,6,9,6,5,13,27.82028,13.90917,27.74887,54.81705,40.5515,60.18054,39.97868,33.40014,86.38448,2631929.69042969,7789.8728326103
68,Oakridge,121,15183,169,184,143,167,163,165,158,190,187,1205.507,1312.785,1018.373,1168.649,1118.123,1112.685,1055.515,1265.317,1231.641,21,15,11,11,15,9,21,20,22,149.7967,107.0205,78.33642,76.97691,102.8948,60.69189,140.2899,133.1913,133.1913,14,15,4,11,12,10,6,8,7,99.86447,107.0205,28.48597,76.97691,82.31582,67.43543,40.08284,53.2765,53.2765,63,67,59,69,65,50,36,28,35,449.3901,478.0251,420.1681,482.8551,445.8773,337.1772,240.497,186.4678,230.521,0,1,0,0,0,0,1,0,0,0,7,0,0,0,0,6.680473,0,0,48,34,30,37,37,33,26,22,12,342.3925,213.6448,258.9223,253.8071,222.5369,173.6923,146.5104,79.03577,242.5799,3,12,3,7,4,2,8,3,1,21.39953,85.61644,21.36448,48.98531,27.43861,13.48709,53.44378,19.97869,6.586314,34,77,71,56,60,50,48,66,34,242.528,549.3721,505.626,391.8824,411.5791,337.1772,320.6627,439.5312,223.9347,2,4,10,1,4,6,4,5,7,14.26635,28.53881,71.21493,6.9979,27.43861,40.46126,26.72189,33.29782,46.10419,1878205.05249023,7809.47808967309
69,Clairlea-Birchmount,120,28338,257,269,255,255,299,295,197,239,254,973.4111,1006.172,939.4688,928.7587,1073.493,1047.883,697.8392,847.8184,896.3229,44,30,49,40,48,71,54,50,68,166.654,112.2125,180.5254,145.6877,172.3333,252.2023,191.2859,177.3679,177.3679,26,21,8,17,10,6,5,12,7,98.47739,78.54872,29.47353,61.91725,35.90277,21.31287,17.71165,42.56829,42.56829,130,115,87,102,65,65,60,57,77,492.3869,430.1477,320.5246,371.5035,233.368,230.8895,212.5399,202.1994,271.7199,0,2,1,0,3,1,1,2,1,0,7,4,0,10.77083,3.552145,3.542331,7.094715,3.528831,52,48,47,57,30,40,31,9,19,196.9548,173.157,207.6049,107.7083,142.0858,109.8123,31.92621,67.04778,179.5399,3,5,0,0,8,3,2,3,4,11.36278,18.70208,0,0,28.72222,10.65644,7.084661,10.64207,14.11532,106,101,109,108,144,130,111,143,106,401.4847,377.7819,401.5768,393.3566,516.9999,461.7789,393.1987,507.2721,374.056,4,15,18,7,12,15,6,15,16,15.15037,56.10623,66.31544,25.49534,43.08333,53.28218,21.25398,53.21036,56.46129,7397931.56567383,16486.0655980537
70,Wexford/Maryvale,119,29642,189,220,202,204,202,242,163,212,209,670.403,778.4855,711.468,710.3559,693.229,821.7039,552.0371,719.0584,705.0806,59,52,42,67,86,97,88,92,128,209.2792,184.0057,147.929,233.3032,295.1371,329.3606,298.0323,312.0442,312.0442,19,10,8,5,7,6,11,10,10,67.395,35.3857,28.17695,17.41068,24.02279,20.37282,37.25404,33.91785,33.91785,124,92,76,87,100,86,80,70,75,439.8411,325.5485,267.681,302.9459,343.1827,292.0105,270.9385,237.425,253.0194,1,0,2,0,2,1,1,1,0,3.547105562,0,7,0,6.863654,3.39547,3.386731,3.391785,0,51,36,24,35,35,31,29,28,39,180.9024,84.53085,121.8748,120.1139,105.2596,98.21519,94.96999,131.5701,127.3885,3,3,4,6,5,3,3,4,5,10.64132,10.61571,14.08848,20.89282,17.15913,10.18641,10.16019,13.56714,16.86796,110,126,117,129,91,88,132,136,110,390.1816,445.8599,412.0879,449.1956,312.2962,298.8014,447.0485,461.2828,371.0951,17,16,13,11,13,14,11,15,22,60.30079,56.61713,45.78754,38.3035,44.61375,47.53659,37.25404,50.87678,74.21902,10264126.5454102,14186.7996548557
71,Tam O'Shanter-Sullivan,118,29443,105,95,102,125,132,114,135,119,118,375.523,341.3092,366.9593,443.2781,460.3634,392.4133,462.2813,407.6739,400.7744,23,19,21,18,31,25,38,58,77,82.25743,68.26184,75.55044,63.83205,108.1156,86.05556,130.1236,198.6982,198.6982,2,2,3,5,4,6,13,7,9,7.15282,7.185457,10.79292,17.73112,13.95041,20.65333,44.51598,23.98082,23.98082,49,68,62,54,77,67,54,15,35,175.2441,244.3055,223.0537,191.4962,268.5453,230.6289,184.9125,51.38746,118.8738,0,1,0,0,1,2,1,0,1,0,4,0,0,3.487602,6.884445,3.424306,0,3.396393,26,38,26,26,17,29,18,13,32,92.98666,93.53864,92.20185,59.28923,99.82445,61.6375,44.5358,108.6846,136.5237,0,3,2,2,4,3,2,5,1,0,10.77818,7.19528,7.09245,13.95041,10.32667,6.848611,17.12915,3.396393,67,57,43,78,56,60,57,58,67,239.6195,204.7855,154.6985,276.6056,195.3057,206.5333,195.1854,198.6982,227.5583,4,7,8,8,3,3,3,5,5,14.30564,25.1491,28.78112,28.3698,10.4628,10.32667,10.27292,17.12915,16.98197,5421907.17797852,10749.996663795
